Departure City,Arrival City,Departure Coordinates,Arrival Coordinates,Train CO2,Train Duration,Car CO2,Car Duration,Flight CO2,Flight Duration
London,Oslo,"{-0.122918, 51.530888}","{10.755279, 59.910282}",48.0,104640,144.1,40920,102.5,17280
Graz,Hamburg,"{47.07222, 15.416392}","{9.997497, 53.557218}",30.8,38700,106.6,33540,244.6,21600
Graz,Milan,"{47.07222, 15.416392}","{9.204163, 45.486388}",25.6,34200,66.7,20940,261.8,23760
Graz,Belgrade,"{47.07222, 15.416392}","{50.771111, 3.87222}",29.3,49200,122.5,38520,249.70000000000002,24840
Graz,Ljubljana,"{47.07222, 15.416392}","{46.058057, 14.51028}",6.0,10740,18.6,6600,-1,-1
Graz,Zurich,"{47.07222, 15.416392}","{8.540274, 47.37806}",10.0,34500,68.0,21360,113.7,11160
Graz,Bern,"{47.07222, 15.416392}","{46.948888, 7.439167}",10.1,38580,79.1,24840,248.9,21240
Graz,Napoli,"{47.07222, 15.416392}","{40.839163, 14.25139}",46.0,43380,91.8,28860,128.3,18060
Graz,Amsterdam,"{47.07222, 15.416392}","{4.900559, 52.378607}",33.2,48780,125.2,39360,238.5,23700
Graz,Warszawa,"{47.07222, 15.416392}","{52.228855, 21.003215}",55.4,39060,91.6,28800,199.2,20640
Graz,Riga,"{47.07222, 15.416392}","{24.120279, 56.946943}",141.4,152220,156.0,44280,186.60000000000002,23760
Graz,Oslo,"{47.07222, 15.416392}","{10.755279, 59.910282}",56.8,98340,182.6,51840,228.6,33660
Hamburg,Barcelona,"{9.997497, 53.557218}","{41.38444, 2.185278}",31.7,94080,184.4,52380,139.18,14700
Hamburg,Milan,"{9.997497, 53.557218}","{9.204163, 45.486388}",26.4,44400,117.5,36960,209.33,21060
Hamburg,Belgrade,"{9.997497, 53.557218}","{50.771111, 3.87222}",22.0,27540,68.0,21360,122.89999999999999,13020
Hamburg,Ljubljana,"{9.997497, 53.557218}","{46.058057, 14.51028}",33.9,44460,116.8,36720,242.6,20640
Hamburg,Zurich,"{9.997497, 53.557218}","{8.540274, 47.37806}",23.9,28440,90.7,28560,129.2,10980
Hamburg,Bern,"{9.997497, 53.557218}","{46.948888, 7.439167}",23.9,28440,98.9,31080,138.7,15960
Hamburg,Napoli,"{9.997497, 53.557218}","{40.839163, 14.25139}",72.7,62820,181.2,51480,135.9,14220
Hamburg,Amsterdam,"{9.997497, 53.557218}","{4.900559, 52.378607}",19.3,18180,51.5,18300,140.6,10440
Hamburg,Warszawa,"{9.997497, 53.557218}","{52.228855, 21.003215}",62.2,48600,98.2,30900,138.9,10920
Hamburg,Riga,"{9.997497, 53.557218}","{24.120279, 56.946943}",147.0,137100,126.6,39780,158.47,11520
Hamburg,Oslo,"{9.997497, 53.557218}","{10.755279, 59.910282}",30.2,54240,92.6,29100,133.87,11940
Barcelona,Milan,"{41.38444, 2.185278}","{9.204163, 45.486388}",22.5,48300,95.3,29940,135.14,10860
Barcelona,Belgrade,"{41.38444, 2.185278}","{50.771111, 3.87222}",14.7,64920,131.7,37380,110.2,16740
Barcelona,Ljubljana,"{41.38444, 2.185278}","{46.058057, 14.51028}",48.2,94560,140.1,39780,107.05,12840
Barcelona,Zurich,"{41.38444, 2.185278}","{8.540274, 47.37806}",9.3,40140,109.6,34440,145.0,12660
Barcelona,Bern,"{41.38444, 2.185278}","{46.948888, 7.439167}",9.2,36420,98.0,30780,152.6,17340
Barcelona,Napoli,"{41.38444, 2.185278}","{40.839163, 14.25139}",47.7,80880,126.5,35880,169.05,12480
Barcelona,Amsterdam,"{41.38444, 2.185278}","{4.900559, 52.378607}",19.4,69000,155.2,44040,119.2,14940
Barcelona,Warszawa,"{41.38444, 2.185278}","{52.228855, 21.003215}",87.3,112440,233.3,66240,175.0,16860
Barcelona,Riga,"{41.38444, 2.185278}","{24.120279, 56.946943}",171.7,234540,292.1,82920,214.89000000000001,18660
Barcelona,Oslo,"{41.38444, 2.185278}","{10.755279, 59.910282}",55.0,162660,268.2,76140,193.3,20220
Milan,Belgrade,"{9.204163, 45.486388}","{50.771111, 3.87222}",24.5,67980,92.5,29100,136.4,14820
Milan,Ljubljana,"{9.204163, 45.486388}","{46.058057, 14.51028}",23.1,28500,58.8,20880,140.0,15060
Milan,Zurich,"{9.204163, 45.486388}","{8.540274, 47.37806}",2.6,15120,30.4,10800,109.80000000000001,11880
Milan,Bern,"{9.204163, 45.486388}","{46.948888, 7.439167}",6.0,11040,29.7,10560,122.7,16260
Milan,Napoli,"{9.204163, 45.486388}","{40.839163, 14.25139}",33.7,15360,86.1,27060,119.79,10260
Milan,Amsterdam,"{9.204163, 45.486388}","{4.900559, 52.378607}",35.5,47340,108.2,34020,141.5,13500
Milan,Warszawa,"{9.204163, 45.486388}","{52.228855, 21.003215}",100.0,76200,142.9,40560,249.9,23280
Milan,Riga,"{9.204163, 45.486388}","{24.120279, 56.946943}",166.3,181680,204.8,58140,149.70000000000002,17880
Milan,Oslo,"{9.204163, 45.486388}","{10.755279, 59.910282}",50.3,100920,201.0,57060,216.73000000000002,26100
Belgrade,Ljubljana,"{50.771111, 3.87222}","{46.058057, 14.51028}",34.5,51240,123.3,38700,158.6,15660
Belgrade,Zurich,"{50.771111, 3.87222}","{8.540274, 47.37806}",22.1,30960,66.4,20880,123.0,13260
Belgrade,Bern,"{50.771111, 3.87222}","{46.948888, 7.439167}",22.0,30720,70.1,24960,124.89999999999999,13020
Belgrade,Napoli,"{50.771111, 3.87222}","{40.839163, 14.25139}",67.5,85380,170.4,48360,249.4,27780
Belgrade,Amsterdam,"{50.771111, 3.87222}","{4.900559, 52.378607}",7.0,10200,27.1,9600,92.5,12660
Belgrade,Warszawa,"{50.771111, 3.87222}","{52.228855, 21.003215}",74.5,50220,149.4,42420,115.5,16020
Belgrade,Riga,"{50.771111, 3.87222}","{24.120279, 56.946943}",157.8,177540,186.0,52800,141.70000000000002,17520
Belgrade,Oslo,"{50.771111, 3.87222}","{10.755279, 59.910282}",45.8,98460,138.1,39180,243.1,31800
Ljubljana,Zurich,"{46.058057, 14.51028}","{8.540274, 47.37806}",10.7,35760,67.3,23940,116.10000000000001,11160
Ljubljana,Bern,"{46.058057, 14.51028}","{46.948888, 7.439167}",10.8,39840,71.9,22620,129.0,15480
Ljubljana,Napoli,"{46.058057, 14.51028}","{40.839163, 14.25139}",42.6,42420,76.2,23940,121.5,13920
Ljubljana,Amsterdam,"{46.058057, 14.51028}","{4.900559, 52.378607}",35.6,50700,129.3,40620,165.4,14040
Ljubljana,Warszawa,"{46.058057, 14.51028}","{52.228855, 21.003215}",62.0,48960,108.9,34200,150.70000000000002,12180
Ljubljana,Riga,"{46.058057, 14.51028}","{24.120279, 56.946943}",146.6,166080,172.4,48960,204.25,24060
Ljubljana,Oslo,"{46.058057, 14.51028}","{10.755279, 59.910282}",59.2,102060,195.1,55380,146.14,17280
Zurich,Bern,"{8.540274, 47.37806}","{46.948888, 7.439167}",0.1,3360,14.6,7620,-1,-1
Zurich,Napoli,"{8.540274, 47.37806}","{40.839163, 14.25139}",36.4,31380,112.1,35220,146.2,12060
Zurich,Amsterdam,"{8.540274, 47.37806}","{4.900559, 52.378607}",28.3,32760,80.3,25200,129.79999999999998,12240
Zurich,Warszawa,"{8.540274, 47.37806}","{52.228855, 21.003215}",82.2,69180,130.4,37020,172.2,12900
Zurich,Riga,"{8.540274, 47.37806}","{24.120279, 56.946943}",147.2,183780,187.3,53160,140.3,15540
Zurich,Oslo,"{8.540274, 47.37806}","{10.755279, 59.910282}",47.7,85560,175.2,49740,139.6,16500
Bern,Napoli,"{46.948888, 7.439167}","{40.839163, 14.25139}",41.1,27960,113.7,35700,136.4,17940
Bern,Amsterdam,"{46.948888, 7.439167}","{4.900559, 52.378607}",27.1,32460,82.5,25920,203.5,21180
Bern,Warszawa,"{46.948888, 7.439167}","{52.228855, 21.003215}",82.2,51420,142.4,40380,273.2,22500
Bern,Riga,"{46.948888, 7.439167}","{24.120279, 56.946943}",156.9,182340,198.5,56340,250.0,24840
Bern,Oslo,"{46.948888, 7.439167}","{10.755279, 59.910282}",52.4,99660,182.3,51720,230.1,31320
Napoli,Amsterdam,"{40.839163, 14.25139}","{4.900559, 52.378607}",65.4,62700,183.3,52020,139.2,15720
Napoli,Warszawa,"{40.839163, 14.25139}","{52.228855, 21.003215}",104.7,84660,171.3,48600,246.1,30840
Napoli,Riga,"{40.839163, 14.25139}","{24.120279, 56.946943}",181.6,225900,241.4,68520,202.2,26100
Napoli,Oslo,"{40.839163, 14.25139}","{10.755279, 59.910282}",81.0,117420,267.1,75840,198.83,19020
Amsterdam,Warszawa,"{4.900559, 52.378607}","{52.228855, 21.003215}",79.4,48120,136.7,38820,106.2,12900
Amsterdam,Riga,"{4.900559, 52.378607}","{24.120279, 56.946943}",160.8,171840,166.4,47220,127.4,14460
Amsterdam,Oslo,"{4.900559, 52.378607}","{10.755279, 59.910282}",47.6,90060,119.2,37440,154.10000000000002,18240
Warszawa,Riga,"{52.228855, 21.003215}","{24.120279, 56.946943}",80.3,93420,73.4,23040,121.3,10560
Warszawa,Oslo,"{52.228855, 21.003215}","{10.755279, 59.910282}",89.8,98040,132.9,37740,178.2,16620
